문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
479663272,질문용산 아이파크몰 와이파이 있나요,용산에 아이파크몰에 가는데 공공와이파이 조는 장소 있나요?,120135, 28,2024.12.28
479643960,질문12월 31일 이태원,마지막날 카운트다운 어느 가게를 가든 다 할까요? 카운트다운 무조건 하는 곳 어디어디있나요? 이태원 잘 몰라서요... 클럽 술집 다 괜찮아요,120135, 134,2024.12.27
479403413,질문오늘 용산 서코에서 검은 지갑 보신분??,안에는 학생증있고 돈도 들어가 있습니다. 1시25분쯤 청년부스 I ~H?? 쯤 잃어버렸습니다. 제발 연락 주세요 사례금 드립니다,120135, 38,2024.12.26
479402517,질문용산 서코에서 검은 지갑,오늘 1시30분쯤 잃어버렸어요 정말 급합니다 청년부스에서 H ~ 잃어버렸어요 제발..,120135, 33,2024.12.26
479567788,질문안녕하세요,혹시 제가 중1과 중2가 함깨 이태원이랑 종로 갈껀데 종로랑 이태원 청소년들이 갈수 있는데 추천해주세요,120135, 25,2024.12.25
479560770,질문지금 용산 아이파크이신분들,용산 6층 치이카와 팝업에 사람 많나요??,120135, 44,2024.12.25
479530184,질문배달대행사,용산구 후암동에 돈까스집 창업한지 3주차입니다. 배달대행 알아보려고 합니다. 연락처 남겨주세요.,120135, 20,2024.12.24
479526800,질문크리스마스 월미도,내일 월미도에 사람 많을까요?,120135, 124,2024.12.24
479514597,질문서울 용산구 우일당...,서울 용산구 우일당 가게전화번호 없나요?,120135, 50,2024.12.24
479491690,질문용산역 주변 새벽 카페 문의,용산역 주변에 새벽에도 영업하는 카페 있을까요 내일 새벽 4시쯤에요,120135, 120,2024.12.23
479458716,질문크리스마스 용산 할 거 추천 좀용,아이파크몰이랑 용산공원 제외하고 놀거리 할만한 거 추천 좀 해주세용 20대 중반 여자입니다!!,120135, 476,2024.12.22
479458283,질문크리스마스 이태원 놀거리 추천해주세요,블루스퀘어에서 지킬앤하이드 보는데 그 전에 이태원에서 놀려구요 주변 가성비 맛집카페놀거리 등등 추천해 주세요!!,120135, 364,2024.12.22
479434985,질문용산도 서울인가요?,경기 용산이 아니고 서울 용산인가요?,120135, 51,2024.12.22
479427522,질문로맨틱 한강 크리스마스 마켓 체험 가격,여의도 로맨틱한강 마켓 가려고 하는데 체험 프로그램할때 비용이 드나요??,120135, 18,2024.12.22
479424343,질문크리스마스 한강 데이트,크리스마스에 남친이랑 데이트코스 알아보고 있는데 너무 갈 곳이 없어서 한강에서 텐트치고 놀려고 하는데 너무 무모한 짓일까요? 너무 황무지일 것 같은데 한겨울에 한강 피크닉 괜찮을까요..?,120135, 325,2024.12.21
479422407,질문이것 금맞나요? 내일금의방 가려고합니다 가기전에확인,이것 금맞나요,120135, 47,2024.12.21
479352989,질문용산역 근처 정오까지 운영하는 횟집 찾아요,전부다 리스트 올려주세요,120135, 18,2024.12.20
479352969,질문용산역 근처에서 새벽동안 뻐팅길만한 24시 찾아요,pc방 카페 등 용산역 근처 24시간 안에서 버틸 수 있는 곳으면 다 좋아요 싹다 장소 찾아주세요,120135, 59,2024.12.20
479240566,질문용산구 문배동 11-23번지의 영문 표기,Daum지도에서 살펴보니 서울특별시 용산구 문배동 11-23번지 는 백범로90길에 접해있는 단독주택입니다. 용산구 문배동 11-23번지를 영문으로 표기하는 방법을 알려주시기 바랍니다.,120135, 23,2024.12.17
479160207,질문용산 롯데캐슬센터포레 아파트,이번에 용산으로 이사를 가게 되었는데 용산 롯데캐슬센터포레 아파트에 아이들 학원 버스 승강장?이 있나요?? 키즈스테이션이라고 하나? 그런곳이 있나요??,120135, 35,2024.12.17
479162338,질문용산 아이파크몰 근처 굿즈샵,대전쪽 사는데 용산 아이파크몰을 가족이랑 기치타고 당일치기로 갈껀데 아이파크몰 근처에 투바투 굿즈비공굿 파는곳앨범 등 파는곳 있나요??아이피크몰에서 걸어서가야해요!!가게 이름 알려주세요ㅜㅜㅜㅜㅜ,120135, 548,2024.12.15
479138764,질문여기어디인가요,롯데타워랑 한강 보이고 어디 건물 옥상같아여ㅕ너무예뻐서 지금거신전화는에 나오는 장면이고 유연석이 전화하는 곳이에용,120135, 50,2024.12.15
479129010,질문용산구 중산1차시범아파트 질문,이번에 중산1차시범아파트 매물 알아보는 사람인데요 현재 자본금은 한7.5억정도 있구 한데 혹시 용산구에서 이번에 토지비용을 정산했는데 6동 전용 59 매물이 10억이고 토지청구비가 3억이더라고요 혹시 토지매매청구비 차이에 따라 재건축할때 선점권 또는 면적이 달라지나요? 또한 5년뒤에도 투자가치가 있을까요? 아니면 제가 한남시범아파트도 알아봤는데 현재 상태로 중산시범이 나은지 한남시범이 나은지 알려주세요! (빨리 결정해야 돼서 빠른 답글 부탁드려요ㅠㅠ),120135, 38,2024.12.14
479116600,질문인터스텔라 용산,용산 아이맥스관 21일까지 인터스텔라 할까요??..??,120135, 35,2024.12.14
479106919,질문블루스퀘어 시야,여기 세 자리 좋은 순으로 알려주세욤..,120135, 21,2024.12.14
479103388,질문혹시 한강 얼었나요?,한강 지금 얼었나요,120135, 89,2024.12.14
479066824,질문한강 다리 개수의 총합과 구성은 어떻게 되나요?,한강 다리 개수에 대해 아래 내용이 궁금해요. • 한강 다리 개수의 총합과 구성은 어떻게 되나요? • 한강 다리 개수 중 가장 긴 다리는 무엇이며 그 길이는 얼마나 되나요? • 한강 다리 개수 중 보행자 전용 다리는 무엇인가요?,120135, 238,2024.12.13
479048094,질문한강 원타치텐트,한강 원터치텐트 쳐도 되나요.?.?.,120135, 49,2024.12.12
479037764,질문이태원 플랫아이언,핱시에 나온 곳인데.. 혹시 사장님 어디서 장사하시는지 아나요 ㅠ 샌드위치가 넘 먹고싶네요,120135, 19,2024.12.12
478986331,질문한강 피크닉장...,한강 피크닉장 1월달에 텐트치고 자도 되나요? 잔디에 박는 텐트는 아닌데.. 아니면 돗자리 피고 자는건 되나요..?,120135, 48,2024.12.11
478948099,질문꿈 해몽 해주세요,한강 근처 신세계백화점에 루프탑 있었고 6층이었어요. 숲속 컨셉이었고 그 루프탑이랑 엄청 엄청 큰 요트랑 이어져 있는데 그 요트는 사람들이 체험할 수 있었어요. 루프탑에서 저는 즐기고 있는데 어떤 임산부가 혼자 괴로워더니 119를 불러 달라고 했어요. 119 불러줬더니 갑자기 핸드폰 하고 별로 안 아파 보였어요. 임산부가 아플 때 임산부에 남편은 걱정이 없었어요. 그러고 119 도착했는데 소방대원이 자기가 무슨 복덕증? 그런 게 있어서 걱정이 된다고 저한테 말하고 임산부한테 갔어요. 그러고 119때메 잠깐 바쁜거 요트 ㅇ위에 피해 있는데 누가 요트 위에서 프로포즈를 했어요.,120135, 32,2024.12.10
478937266,질문뷔페 추천해주세요,용산 전쟁기념관 근처 맛있는 뷔페 추천 부탁드립니다.,120135, 32,2024.12.10
478900432,질문여기 어디 한강공원인가여 ㅜ 한강공원박사님들,박사넴들… 부탁합니다!!,120135, 32,2024.12.09
478851067,질문용산 가도 되나요,제가 오늘 용산 아이파크몰을 가야하는데 위험할까요? 혼자 가야할것 같은데.. 제가 중1이라..,120135, 45,2024.12.08
478818587,질문요금 얼마죠,용문역에서 원주까지,120135, 21,2024.12.07
478815905,질문블루스퀘어 근처에 오페라글라스 살 수 있는 곳,오페라글라스를 깜빡하고 안챙겼어요ㅠㅠ 블루스퀘어 근처에서 오글 살 수 있는 곳 있을까요….,120135, 18,2024.12.07
478815032,질문Itx 예매 질문드립니다,제가 내일 아이티엑스 남춘천-청량리 가는것을 예약대기로 먹었는데 남춘천-용산으로 변경할수도있나요??,120135, 43,2024.12.07
478788270,질문알려주세요,여기 한강 사진 인가요? 한강 어디 쪽 사진 인가요?,120135, 40,2024.12.06
478766919,질문저 토요일에 용아맥 가는데 괜찮겠져?,용아맥 = 용산아이파크몰 씨지브이 국회랑 멀긴한데 시위한다 하기도 했고 너무 무서워요 중딩인데 혼자 갈수있겠죠?,120135, 40,2024.12.06
481305045,질문은평구 고등학교 어디가 제일 좋나요,이번에 은평구로 전학 가는데 진관고  신도고  명지고  선정고 중에 어디 학교가 제일 분위기도 좋고 많이 선호하는 학굔가요?!,120136, 19,2025.02.04
481257630,질문연신내 유토피아 룸카페,중2인데 거기에 남친이랑 진짜 나쁜 목적 없고 영화보고 보드게임하고 나오고 싶거든요ㅠㅠ 남여 1ㄷ1 로 못가나요...??,120136, 15,2025.02.02
481185765,질문11층 빌딩인 연신내 메트로타워에,혹시 원룸인데다 악기연습실 따로 구할 수 있을까요? 방이 남아 있다면 그 연습실을 얻을려면 최소한 얼마가 있어야 할까요?,120136, 17,2025.02.01
481128590,질문싱싱포차산오징어 홀서빙 알바,저 내일 싱싱포차산오징어 음식점에서 간단하게 면접 보고 일 한 번 해보기로 했는데요 공고에 일은 단순하고 쉽다고 되어 있고 꿀알바라고 되어있긴 한데 걱정이 돼요ㅠ 1년 전에 고기집에서 홀서빙 한 경험이 있긴 한데 그것보다 더 힘들까봐 걱정 돼요 홀서빙 자체가 사람도 상대해야 하고 많이 힘든 걸 아는데 제가 잘 할 수 있을까요..? 응원 부탁드려요ㅜㅜ 횟집에서 홀서빙 해보신 분 답변 기다릴게요,120136, 24,2025.01.31
480911331,질문연신내역 연서시장 설 전날인 28일 화요일에도,전을 팔까요? 그 때쯤이면 다 떨어지고 없지는 않을는지? 답장 부탁드립니다,120136, 29,2025.01.25
480911125,질문연신내역 연서시장 설 전날인 28일 화요일에도,전을 팔까요? 그 때쯤이면 다 떨어지고 없지는 않을는지? 답장 부탁드립니다,120136, 17,2025.01.25
480219890,질문은평구 불광1동 명지고,현재 불광1동에 살고있는데요 근처동네에서 1 2지망 쓰고 서울시 단위로 1 2 지망 쓰잖아요 저는 이 두개다 명지 동명 이렇게 썼는데 명지 될 가능성이 있을까요 ㅠㅠ 불안하네요...,120136, 40,2025.01.10
480213831,질문아랫내유동에서 불광동...,아랫내유동에서 불광동 한번에 가는 버스가 있나요? 답변주시면 감사하겠습니다~~,120136, 31,2025.01.10
480185575,질문연신내 파티룸,중3이고요 애들이랑 방학때 연신내에서 파티룸 갈려고 하는데 6인입니다. 싸고 이쁜곳으로 추천해주세욤!,120136, 14,2025.01.09
480176977,질문얼굴이 너무 못생겼어요,166 44입니다 원래 63이였다가 열심히 다이어트 해서 살 빾는데도 못생겼어요 얼굴이 너무 동그래서 이게 젖살인지 모르겠는데 아뮤튼 너무 얼굴에만 살이 쪘고 몸무게에 비해 안마른 거 같기도 해요 화장해도 못생겼고 자존감이 너무 낮아요.. 먹고싶은것도 못먹고 너무 힘들어요 얼굴 때문에 아무것도 못하겠어요,120136, 58,2025.01.09
480149413,질문은평문화예술회관 2층 시야...,은평문화예술회관 2층 시야 어떤가요? 무대 잘 보이나요?,120136, 160,2025.01.08
479995060,질문은평구 주변 중학생입장가능 방방장,은평구 주변에 중학생입장 가능한 덤블링할수있는 방방장있나요? 버스타고30분이내,120136, 22,2025.01.05
479985014,질문은평구 머랭쿠키 맛집,제목 그대로입니다 오늘 여는 곳중에 은평구에 머랭쿠키 맛집있나요 ?? 서대문 쪽도 괜찮아요!!!,120136, 24,2025.01.05
479931637,질문대구에서 안동,가는 버스나 기차가 궁금해요 버스는 어디에서타고 시간대별로 알려주시고 금액도요 그리고 기차도 궁금해요 안동역으로요 대구역이나 동대구역 환승없이 바로 가는곳 기준으로 시간대별로 그리고 금액좀 알려주세요,120136, 24,2025.01.03
479831313,질문연신내에 금영쓰는 노래방,있나여 은평구 다른곳도 상관없어요 있으면 알려주세요,120136, 18,2025.01.01
479653161,질문은평 구민 체육센터 배드민턴,진짜 엄청 소심한 성격에 체육관을 처음 가봐서 그런데 계산을 어떻게 해야할지 고민입니다 친구들도 처음이라서 그런데 다 내향인들이라서ㅠㅠ 제발 살려주세요ㅠㅠ 뭐라고 말을 해야하나요ㅠ,120136, 114,2024.12.27
479586423,질문은평구민장학생...,은평구민장학생 장학증서수여식 후반기에 선발되어 은평문화예술회관에 오후 5시까지 10분전인 4시 50분까지 와달라는 연락을 받았는데요 그 전에 미리 가서 받고 나올 수는 없나요? 꼭 4시 50분 전 까지 가서 5시에 받아야하나요?,120136, 40,2024.12.26
479444581,질문중학생도 알바 할 수 있나요?,이제 2학년에서 3학년 올라가는 중학생 입니다! 곧 방학이라 방학 동안 할 수 있는 알바들을 찾아보고 있는데 복잡하고 일도 어렵더라구요ㅠㅜ!! 중학생도 알바가 가능한지 가능하다면 어떤 분야의 일이 가능한지 알고 싶어요!!,120136, 27,2024.12.22
479444256,질문서울 은평구 응암동 눈높이 학원,스타클래스 천마태권도 근처에 있는 곳인데 다음주 월화 몇시부터 몇시까지 하나요 수요일 크리스마스엔 9시부터 2시까지로 알고있는데 월화는 몇신지 기억이 안나요 12월 23일 12월 24일에 몇시부터 몇시까지 하나요,120136, 27,2024.12.22
479372775,질문카페길찾기,연신내에 823m라는 카페 혹시 길 좀 알려주실수있나요?,120136, 29,2024.12.20
479321287,질문구산역 역촌역 주변에 괜찮은 헬스장 추천해주세요,헬스 처음 시작하려는데 괜찮은 헬스장이 어디에 있을까요? 은평구 지역 주변사시는 분들 추천 받습니다 ㅠㅠ!,120136, 15,2024.12.19
479271813,질문연신내역 5번출구 근처 네컷...,연신내역 5번출구 근처 네컷 찍을수 있는데 있나요 ? 최대한 가까운데로 알려주세요.,120136, 37,2024.12.18
479089652,질문은평구 눈썰매장,서울 은평구에 눈썰매장이 어디에 있을까여,120136, 321,2024.12.17
479209395,질문은평구 PC방 팀룸 및 음식 맛있는 곳 추천해주세여!,은평구에서 친구들끼리 대회 연습 겸 피시방 고정으로 다닐 곳 알아보고 있습니다! 저희가 알아보는 조건은 다음과 같습니다! 모두다 충족하는 곳으로 알려주시면 감사해요. 1. 프리미엄석 팀룸으로 10인까지 가능한 곳 2. 음식 비싸더라도 맛있는 곳 3. 간식 중에 츄러스 있는 곳 (저희 팀장님이 좋아함 ㅎㅎ) 4. 조명 밝은 곳 (어두운 곳 눈아파서 ㅠㅠ) 은평구 거주하시거나 피시방 잘 아시는 선배님들! 해당 조건 4개 충족하는 곳 알려주심 감사하겠습니다! 복 받으십시오!,120136, 28,2024.12.16
479040825,질문선정고 선일여고 신도고,여학생이고요 선정고선일여고신도고 고민하고 있어요. 선정고는 통일교라고 종교 수업을 듣는다던데 장단점이 있나요? 셋 고등학교 중에 어디가 가장 나은지 알려주세요. 문과 계열이고 국어 좋아해서 잘하고 열심히 하고 있어요.,120136, 37,2024.12.12
478970317,질문녹번역 gs25 알바에 대해,녹번역 인근 주유소(버거킹 있는) 맞은편 지에스25 말인데요 주말 알바가 있는데 아이돌 아니면 아이돌 지망생인가요? 아님 혼혈? 존잘인데 궁금해서요,120136, 49,2024.12.11
478912071,질문역촌동에 하루에 두번 입장할수있는 헬스장있나요?,안녕하세요~ 역촌동 헬스장 알아보는중인데 하루에 두번 입장가능한곳 있는지 궁금하네요 주변 주민분들중에 혹시 아시면 답변부탁드려요! 감사합니다 :),120136, 25,2024.12.09
481269058,질문대구 혜화여고,이번에 신입생인데 혜화여고에 대해 궁금한게 많아서용.. 1.핸드폰 걷나용? 2.사복 맨투맨이나 후드티 심하게 잡나여ㅜㅠ 3.과목들 많이 빡센가여? 4.매점 있나여? 5.선배님들 많이 무섭나여.. 6.축제 재밋나요? 7.교복 줄여도 되나여? 8.학교 규칙 자세하게 알려주ㅜ세여..ㅜㅠㅠ 9.체육복입고 등교 가능하나여ㅜ 학교 재학생 선배님들이나 졸업한 선배님들 알려주시면 감사합니다…,120137, 28,2025.02.04
481209646,질문서울 혜화여고 질문,1.사복 등교 가능한가요?? 2.급식 맛있나용 3.교복(생활복체육복x) 자주 입나요? 여분 구매를 해야할까요? 4.매점 여부 5.학교 몇층까지 있나요? 이렇게 궁금합니다!!,120137, 37,2025.02.03
481258233,질문부암동 김나영 빌라,김나영 노필터TV에 나온 작가 문예진님의 부암동 빌라가 어딘지 궁금해여 집구조나 창배치가 너무 예쁘더라구요,120137, 10,2025.02.02
481246155,질문세종근처에서 대천 기차,세종근처에서 대천까지 직통기차 있나요?,120137, 17,2025.02.02
481230298,질문저녁 데이트 추천!!,남자친구가 퇴근하고 집에오면 7시정돈데 그때부터 할수있는 저녁 데이트 추천이요ㅜㅜ 차 있고 인천에 살고있습니댱,120137, 34,2025.02.02
481226966,질문종로 1가 2가처럼 나뉜이유,제목 그대로 종로 1가에서 5가까지 나뉘어져있는데 이게 사거리로 나눈다고 들었는데 왜 이렇게 나누는건가요? 지도상으로 보니까 종로 1가라 해서 큰 지역을 아우르는게 아니라 그냥 지하철역쪽만 좁게 행정되어 있던데 이렇게 좁은 구역을 굳이 1부터5까지 숫자만 바꿔서 나누는 이유가 뭘까요 종로나 을지로 말고는 이렇게 n가로 나눈 구역을 못 봤는데(제가 모르는걸 수도 있지만) 헷갈리게 굳이 저 구역만 저렇게 나눈건지 이해가 안되네요 사거리 기준인건 아니까 나눈 기준말고 왜 저렇게 해놨는지에 대해 알려주시면 감사하겠습니다..!!,120137, 32,2025.02.02
481218829,질문경찰박물관 근처 쇼핑 식당 추천해주세요,서울 종로구에 있는 경찰박물관에 갈 예정입니다 근처에 쇼핑 식당 추천 부탁드립니다,120137, 18,2025.02.01
481206150,질문부산 혜화여고,안 적옸는데 혜화여고로 배정됐어여ㅠ 중학교 내신이 55퍼엿는대……. 부모님은 일단 열심히 하라고 하시는데 현실적으로 빨리 전학 가서 내신 따는 게 낫겠죠….. 수시 쪽으로 생각 중이긴 합니다…… 역사 수학 못 해요…,120137, 12,2025.02.01
481117173,질문중딩 가로수길 놀 곳 추천,제가 내일 친구랑 신사가로수길쪽으로 놀러가려고하는데 혹시 놀곳 추천해주실수있나요? 잠원 살구요 걸어갈만한 거리요 중딩이에요 채택해드려요,120137, 32,2025.01.30
481110654,질문서울 종로 놀거리,고딩여자애 둘이서 종로에서 놀려고 하는데 광화문교보 근처에서 만날거에요  이번주 토요일이라 좀 급해요 알려주시는 분들 모두 채택 해드려요 ㅠㅠ 맛집이랑 놀거리 추천해주세요!! 최대 7만원 안에서 사용하려고 하는데 돈 별로 안드는 곳 알려주심 좋을거 같아요 ㅠㅠ,120137, 86,2025.01.30
481095480,질문꿈 해몽 해주세요,집에 왔는데 집 문이 열려있고 집에 들어갔는데 집에 있는 모든 짐이 사라져있고 꿈 속에서 아 이건 도둑이 들은거다 생각하며 집 앞 주차장에서 도둑을 찾으려고 두리번거리다 잠에서 깼습니다. 집이 입주 전인거처럼 깔끔 했습니다.,120137, 32,2025.01.30
481079675,질문종묘 공민왕신당 질문,공민왕신당 안에 들어가볼수 있나요?,120137, 10,2025.01.29
481070006,질문그릇도둑맞는꿈,저희집에 아이를 업은 할머니가 주방에 들어가 제그릇을 보따리에 싸서 가져가기에 제가 그할머니를 따라가서 보따리에 싸인그릇을 화가나서 바닦에 업어버렸습니다 그리고 남편에게 내성질대로 시원하게 화풀이를 하였습니다 꿈해몽 부탁드립니다,120137, 29,2025.01.29
481060877,질문낙원상가 설날,29일도 휴무인가요?,120137, 30,2025.01.29
480997910,질문낙원상가 휴무,설 연휴에도 낙원상가 문 여나요? 이번주 목요일에 갈생각 입니다. 1월 30일에요,120137, 55,2025.01.27
480968494,질문혜화역 근처에서 놀거리 추천해주세요,고딩이구요 친구 하나랑 같이 근처에서 놀려고요 날짜는 2월 12일입니다 근데 뭐해야할지 감이 안잡혀요 제주도에서 올라가는 거라 좀 제주에서는 못하는걸 하고 싶어서요 비행기가 오후5시쯤이라 4시까진 모든 일정을 마쳐야해서 놀이공원 가기도 애매하더라구요 혜화역근처말고 김포공항근처도 좋으니 추천 부탁드립니다,120137, 38,2025.01.26
480964567,질문서울경부터미널에서 세종문화회관까지,어떻게 가면 될까요? 지하철 위주로 알려주시고 무슨 방향몇번 출구에서 나가야되는지 구체적으로 알려주시고 이왕이면 환승없는걸로 알려주세요,120137, 30,2025.01.26
480851023,질문비평준화 지역에서 평준화 지역으로 원서접수,이제 중3이고 시골에 살고 있어요 지금까지 계속 시골에 살다가 더는 있기 싫어서 평준화 교등학교로 진학하고 싶은데 평창쪽에서 원주에 있는 고등학교로 진학 가능한가요 친척이 원주에 살고있어서 고등학교 여기 오고싶은 오라고 하셔서요 (참고로 지금 살고있는 곳은 농어촌전형이 가능한 곳입니다) 1.비평준화 지역에서 평준화 지역에 원서접수가 가능 한가요? 2.부모님은 시골에 있고 저만 친척집으로 옮기는건데 전학처리가 가능 하나요? 3.비평준화 지역이랑 평준화 지역의 시험 난이도가 많이 다르나요?,120137, 27,2025.01.26
480925839,질문부산 혜화여고 교복 얼마인가요?ㅠㅠ,,120137, 17,2025.01.25
480922799,질문광화문 근처에는 노래 연습실이 없나요?,이번에 오디션을 보게 되어서 노래연습을 하려고 하는데요. 광화문쪽에 살아서 이 근방 노래연습실 가고싶습니다. 그런데 검색해도 다 멀리 있어서요 ㅠ 한 명이 대여해서 사용 할 수 있는 광화문 근방 노래연습실 없나요? 꼭 광화문이 아니어도 지하철 30분 정도 거리는 괜찮아요,120137, 23,2025.01.25
480915198,질문세종 이응버스,호출했으면 탈때나 내릴때 안찍어도 되는건가요,120137, 28,2025.01.25
480907058,질문다친 어린이를 돌봐주는 꿈 해몽해주세요,어린 남자애가 발목이 둘다 잘려서 제가 업고 다니고 제가 그때 왜인지 모르겠는데 친구한테 부탁해서 이친구 발목 좀 병원에가서 치료좀 해달라 부탁했었고 꿈 마지막 부분에 약간 소원을 비는? 듯한 기회가 있었는데 제가 거기서 이아이의 발목을 낫게 해주라고 했던것 같아요. 의미가 있는 꿈일까요?,120137, 41,2025.01.25
480889521,질문세종 코스트코에 라로슈포제 있나요?,,120137, 8,2025.01.24
480807910,질문인사동 똥빵,인사동에 있는 똥빵 아직도 파나요??,120137, 61,2025.01.23
480796420,질문청라 종로서적에 지박소년 하나코군 있나요??,제가 집에 17권까지 있는데 연속으로 읽고싶네요 18권부터 청라 종로서적에 있을까요??,120137, 17,2025.01.22
480729315,질문책방 이름 위치 찾아주세요ㅠ,어렸을때 꽤 자주? 가던 곳인데 지역은 기억이 안나고 막 벽에 낙서? 그림? 되어있는 길(그 길도 이름 있던거 같아요) 쭉 따라가다 보면 무슨 책방?이 나오는데 어딘가요ㅠㅠㅡ 책방 이름은 ○○이네 였던것 같아요 서울 사니까 아마 서울이거나 멀지 않은곳에 있을것 같아요 제발 알려주세용ㅠㅠ,120137, 28,2025.01.22
480768890,질문서울 종로구 통의동에 위치한 인기 있는 일식집은?,통의동일식집에 대해 아래 내용이 궁금해요. 1. 서울 종로구 통의동에 위치한 인기 있는 일식집은? 2. 영업시간과 휴무일은 어떻게 되나요? 3. 예약 가능 여부와 방법은 무엇인가요?,120137, 20,2025.01.22
480751058,질문주택골목 도로 카페거리등  골목 앞에 무단 적치물,1.주택골목 도로 카페거리등  골목 앞에 무단 적치물 화분말통금지표시판페인트통등 이런거 무단적치물 아닌가요?? 2.자기들이 주차장 세 낼돈없어서 골목골목에 그런거 놔두는거 불법 아닌가요? 3.주차 빼라 마랴 하는거 어이가 없어서 물어봅니다 그리고 대부분 주택앞에 그런거 놔두는거 자체가 본인소유인가요 ? 집앞에 자기 주차장인거 마냥 치웠다 자기 차 빼면 다시 놔두고 정확히 아시는분좀 애기해주세요 내일부터 스마트 국민제보 신고때려 버리게요,120137, 12,2025.01.21
480670553,질문종로3가역 맛집 있나요?,인원은 8명 정도인데 모임이거든요 나이대가 30~50 인데 모임하기 좋구 맛있는 술안주 있나요?,120137, 29,2025.01.20
480654155,질문안국역 맛집...,안국역 맛집좀 알려주세요 혼밥,120137, 40,2025.01.20
480631396,질문종로4가 가는방범,제가 시간날때 종로4가쪽에있는 금은방갈생각인데요 1.종로4가갈려면 지하철타고 어디서 내려서 몇번출구로나가면되는지? 2.종로4가주변에 금은방이있는지? 3.종로4가주변 금은방에서 커플링 싸게 살수있는지? (대략 20~30만원 대 가격으로 맟춰서 살생각이라서요),120137, 35,2025.01.19
480623094,질문새벽 4~7시 배달 가능한곳...,새벽 4~7시 배달 가능한곳 있나요?,120137, 28,2025.01.19
480600666,질문서울 종로구 가볼만한곳 추천해 주세요!,제가 엔시티 좋아하는 시즈니 인데요 혹시 덕질용품같은거 파는곳이나 덕질 관련된 종로구쪽 가볼만한곳 추천해주세요!,120137, 30,2025.01.18
480537059,질문익선동 소개팅 2차 장소 추천 부탁드립니다.,다음주에 익선동에서 소개팅이 있는데 1차 장소는 정해졌고 식사 이후에 간단하게 술한잔 할 수 있는 곳으로 추천 부탁드립니다.,120137, 221,2025.01.17
480523130,질문혜화역 근처 밤 놀거리,이번주 토요일 애인이랑 100일인데 저녁먹고 9시부터 뭐 할지 모르겠어서.. 혜화역 근처에서 뭐할지 알려주세요!,120137, 52,2025.01.17
480515872,질문종로3가 포차거리,종로 3가 포차거리 지금도 운영하나요..?,120137, 61,2025.01.16
480511097,질문세종 범지기 마을 12단지 헬스장 독서실,곧 범지기마을12단지로 이사가는데 아파트 안에 헬스장이랑 독서실 있나요? 검색해봤는데 아무것도 안 떠서요ㅠㅠㅠ,120137, 15,2025.01.16
480486127,질문다른나라가 들어오는 꿈,끝까지 읽어주시고 무슨꿈인지 알려주세요ㅜㅠ 제가 학교에서 현장체험학습을 하러가기로해서 제가 막 사전조사하려고 네이버지도에 서울랜드를 쳤는데 그 대표 이미지가 탱크?.주변에 사람들이 서있고 막 일본이라 적혀져있는거에요 그래서 제가 므ㅓ지.? 하고 그냥 잤는데 다음날에 또 지도를 켜보니 이번엔 지도에 다른나라들이 막 글자가 추가되어서 움직이는거에요 그래서 제가 다른나라 글씨를 눌러봤는데 막 현재위치? 같은게 뜨고 저희지역에 가까워져서 놀랐는데 밖에서 막 탱크움직이는 소리들리고 그랬어요..그래서 제 친구집엔 막 북한이 들어왔을때 지하로 숨어서 몸을 숨길수있는곳이 있었는데 거기로 가려했다가 깼어요 뭔 꿈인지 해몽해주세요ㅠㅠ,120137, 48,2025.01.16
480460962,질문꿈 해몽 부탁드립니다,인사만 하는 사이인데 갑작이 꿈에서 결혼하게됬는데 이게 무슨 꿈인가요..?,120137, 24,2025.01.15
480374833,질문종로에 중학생이 즐길만한곳이 있나요?,중학생인데 종로에 즐길만한곳이 있을까요?,120137, 15,2025.01.13
480366802,질문홍대  종로 놀거리 추천,대구에서 친구가 오는데요  남자 4 여자 1 해서 총 5명이서 놀거고 홍대에 있다가 종로로 가려고 하는데 홍대에서 놀거랑 종로에서 놀만한거 추천해주세요 ! 참고로 미자입니다,120137, 209,2025.01.13
480283938,질문수능 원서접수,제가 집주소는 인천이고 기숙사는 충청남도에 있습니다 반수를 준비하려고 하는데 만약 수능 원서 접수를 할 때 충청남도에 있는 교육청에서 접수를 하면 그 근처에 있는 학교로 배정되나요 아니면 인천에 되나요,120137, 33,2025.01.13
480341571,질문무대인사 자리,롯시 영등포 3관 d열 중앙이랑 용산 8관 b열 극싸 중에 어디 가는 게 좋을까요??ㅠ,120137, 30,2025.01.13
480330722,질문중학생 전학 갈수있나요,이제 중2되는 학생입니다 이번에 너무 전학을 가고싶은데 전학을 가려면 이사해야한다고 들었어요 제가 다른 지역에 집이 하나 더있는데 거기를 본집으로 해서 전학이 가능할까요? 참고로 가족은 두명씩 찢어진다 가정해서요…,120137, 37,2025.01.13
480325533,질문광화문..,님들 광화문 말입니다 광화문이 뭡니까? 아시면 알려주세요,120137, 21,2025.01.12
480303221,질문세종 양지고,대전에서 세종으로 이사가는 학생입니다 양지고로 진학예정인데 양지고 남녀분반인가요 합반인가요?,120137, 13,2025.01.12
