문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
485023370,질문신도림 입주청소 업체 추천 부탁드려요!,이번에 신도림으로 이사하게 되었는데요 새집이라 기대도 크지만 청소는 좀 걱정이 되네요 집이 생각보다 넓고 신혼부부라 둘 다 직장 생활을 하다 보니 시간이 별로 없어요 그래서 입주청소를 알아보는 중인데 믿을 만한 업체가 있으면 추천 부탁드려요 가격도 중요하지만 꼼꼼하게 잘 해주는 곳이면 좋겠어요 사용해 보신 분들의 경험담 후기 꼭 부탁드립니다!,120121, 671,2025.05.09
484959449,질문이사 비용 문의합니다,서울구로구 구로동지하1에서 부천원미구소사동 5층 으로 이사 예정인데 포장이사로. 사람2명쓰면 얼마정도할까요? 전 딱1톤 탑차 1대면되요 제가 지금 손목 수술을해서 힘쓰는 일을 아직못해서요 정수기1대 컴퓨터 1대 55인치 벽걸이1대 32인치 1대행거 끝입니다,120121, 81,2025.05.07
484842682,질문신도림 벌툰 허니박스,남자친구랑 오늘 신도림점에 잇는 벌툰 가려고 합니다. 넷플 방 가고 싶은데 뭐라고 카운터에 말을 해야하나요?,120121, 41,2025.05.03
484564164,질문2호선 본선 신도림행이 신정지선 타는 곳에 정차하나요?,사당역에서 까치산역까지 가려고 오전 11시 9분에 낙성대 방면 신도림행 열차를 탔는데 열차가 정차한 곳이 신정지선 타는 곳에 멈췄더라구여. 내리고 나선 좀 놀랐지만 원래 갈아타려면 원래 걸어와야하니까 개꿀이라고 생각하고 내려서 신정지선 열차를 기다렸어여. 원래 신도림행 열차가 신정지선 열차 타는 곳에 정차하는건가요??,120121, 69,2025.04.26
484585216,질문개봉도서관...,개봉도서관 열람실에 충전기 꽂을 수 있는 자리 있나요??,120121, 24,2025.04.25
484583564,질문신림신도림봉천 근처 상견례 장소 추천,상견례 장소 찾는중인데 추천 부탁드립니다~~,120121, 25,2025.04.25
484554732,질문익산에서 고척돔 가는법좀 알려주세요,제가 5월에 고척돔에 가는데요 서울은 커녕 고속버스도 잘 안타봐서 대중교통이 안익숙한데 익산에서 출발해서 고척돔 까지 가는 제일 쉬운 방법좀 알려주세요,120121, 53,2025.04.24
484496989,질문신도림역에 스티커사진 있나요?!,제발 있어라아 ㅠㅠㅠㅠ,120121, 36,2025.04.22
484469086,질문꿈 해몽 부탁드ㅕ요,이상한 거지같은 집에서 살게 됐는데 집이 너무 구려서 이사가는 과정에서 엄마랑 싸우다가 엄마가 자기 노ㅔ출혈이라고 소리지르는 꿈을 꿧어요 꿈에서는 저만 몰랐고 아빠는 이미 엄마랑 병원도 2도 갓대요 이거 뭔 꿈인가요? 찝찝해서..0,120121, 45,2025.04.22
484390606,질문구로구 고등학교 분위기,제가 지방쪽 학교 다니는데 전학 생각중이거든요 1.구현고등학교 2.구로고등학교 3.영등포여자고등학교 4.신도림고등학교 이중에서 고민하고 있는데 씁 분위기가 어떤가요 재학중이거나 졸업생분들 이거 보시면 매점 있는지 알려주시면 감사하겠습니다,120121, 64,2025.04.19
484377852,질문여러분 물어볼게 있어요,신도림역 에서 번따당하면 그냥 평범하게 생긴거죠?ㅠㅠ,120121, 47,2025.04.19
484314291,질문구로구 항동 온수터널 착공?,구로 항동 온수터널에 관한건 22년도 글들이 거의 마지막이더라고요.. (주민들이 반대하고 있다~ 이런거요) 그 이후 진행이 시작된건지 어쩐건지 모르겠는데 아시는분 답변 해주시면 감사하겠습니다.,120121, 27,2025.04.17
484310075,질문청주 가경터미널에서 서울 금천 경찰서,청주 가경 터미널에서 서울 금천경찰서 가야할 일이 생겨 오전 10까지 버스택시 이용 가야 합니다 어떻게 타야 하나요?,120121, 52,2025.04.17
484304162,질문제물포역에서 신도림,제물포에서 신도림역 갈때 어떤행 열차는 타도 돼고. 어떤행 열차는 타면 안돼는지 다 적어주세요,120121, 28,2025.04.17
484155752,질문구로나 신도림 쪽에 룸카페 추천해주세여,꼭 링크로 주세요.. 찾아가기ㅜ쉽게여..,120121, 49,2025.04.12
484088720,질문고척돔 근처 맛집 추천해주세요,직접 가서 먹어보신분들만 알려주세요,120121, 173,2025.04.10
484061399,질문역곡항동근처 데이트 장소 추천,역곡역근처나 항동쪽에 데이트하기 좋은곳 있을까요? 어디 가야할지도 모르겠고..ㅜ 오래안된 커플이라 아직 설렘이 은근 있어서 새내기커플을 중점으로 부탁드립니다.,120121, 31,2025.04.10
484030347,질문구로디지털단지 해솔컴퍼니,이번주에 해솔컴퍼니 라는 부동산 시행? 대행? 업체에서 회계 쪽으로 지원해서 면접을 봤는데요. 좀 통통하시고 목소리가 학원 강사분 같은 쉰 목소리에 30대? 정도의 여성분이 면접관이었는데요. 일단 들어가자마자 1분 자기소개 시키고 일반적인 면접 질문하더니 저한테 자기가 있는 관리부 팀이 잘 맞을 것 같다고 관리부팀은 관심없냐고 그러면서 사회초년생이고 신입이니까 그냥 자기 밑에서 일 배우면 된다고 자기가 있는 팀은 임원까지도 가능한 부서이기 때문에 티오가 잘 안나는데 우리 부서를 추천해주고싶다. 이렇게 말하더라구요. 그렇게 얘기하면서 부동산에 관한건 차차 배우면된다라고 하면서 구디인 본사로 출근을 하라고 하시더라고요. 원래 일산 정발산에 있는 곳이 근무지인데 운영관리부서는 본사로 와야한다면서 그 파티션 쳐놓은 아무것도 없는 사무실로 출근을 해야된다고 하는데 이거 너무 이상합니다. 혹시 저같은 내용으로 면접보신 분 계신가요? 그러고 당일날 전화로 합격통보 받았는데 연봉이 3500~4200사이에 협상이 될거라고 하던데 이거 맞는건가요? 저 솔직히 면접도 말아먹었고 제가 뭐라고 저에대해 잘 알지 못하는 사람이 연봉 3500을 준다고 한걸까요? 저 말고도 저와 같이 구디에서 해솔컴퍼니 면접본 사람 있으면 꼭 댓글 좀 달아주세요 다음주부터 출근하라는데 너무 쎄해서 무섭네요.,120121, 25,2025.04.09
484007375,질문지하철 왕복 환승 요금,버스를 타서 광명사거리역까지 간 다음 온수역에서 내려서 1호선으로 갈아탄 후 역곡역에 갔다가 바로! 다시 광명사거리역으로 돌아와서 버스타고 집 갈 예정인데요 여기서 발생하는 총 요금이 얼마인지 궁금합니다 바로 되돌아오는 거라 환승이 될텐데 그것때문에 얼마인지 헷갈려서요 성인요금으로 계산해주시면 감사하겠습니다,120121, 309,2025.04.08
483841698,질문구로구 인근 돈까스 뷔페 추천 부탁드립니다.,구로구 인근 돈까스 뷔페 추천 부탁드립니다. 가격 영업시간 등 부탁드립니다. 평일저녁식사가능 주말가능,120121, 30,2025.04.03
483766233,질문1호선 구로역->서해선 이용 김공 하차 기후동행카드,1호선 구로역 승차 후 소사역에서 서해선으로 갈아탄 뒤 김포공항에서 하차할 경우 기후동행카드로 가능할까요?,120121, 405,2025.04.01
483752007,질문고척동 아파트를 팔고 고강동에 간다는데,차라리 고척동 빌라를 가는게 좋은건가요?,120121, 63,2025.04.01
483623687,질문신도림역 2호선,타는데 전광판 같은 곳에 무쌍 숏컷 여자 분 있는데 그 분 성함이 어캐 되나여??,120121, 21,2025.03.28
485525822,질문금천청소년센터 헬스장 언제부터 시작하나요?,금천청소년센터 헬스장에서 운동을 하려고 하는데 5월 25일에 접수를 하면 6월 1일부터 이용이 가능한가요? 아니면 접수한 날 부터 이용이 가능한가요?,120122, 31,2025.05.24
485352330,질문금천하모니축제...,금천하모니축제 5월 31일6월01일 하는데 연기되었다고 하는데 연기사유가 뭔가요?,120122, 50,2025.05.19
485344566,질문가산디지털단지역에 근처 목내시경 찍어주는 병원있나요,안녕하세요 감기는 나았는데 목이 계속 간질간질하네요 목내시경 찍어보고 싶은데요 가산디지털단지역에 근처 목내시경 찍어주는 병원있나요,120122, 22,2025.05.19
485283092,질문금천구 길거리 도색 하는곳 아는분?,금천구 사는데요 근방에 길거리 도색 하는곳 아는분 부탁드립니다. 안양쪽이든 인천쪽이든  광명이든 갈생각 있습니다. 차가 오래되서 굳이 비싸게 공업사는 못들어 가겠어요.,120122, 40,2025.05.17
485239074,질문야구 표 예매...,야구 표 예매하면 들어갈 때 어떤 화면을 보여줘야하나요 다른 사람 아이디로 예매해서 봐도 되나요,120122, 19,2025.05.15
484990072,질문금천구 독산동에 철봉 있는 곳이 있나요?,새벽 5시 마다 일어나서 조깅 + 걷기 후 맨몸 운동 하고 있는데 풀업도 해보려고 해요 혹시 금천구 독산동에 철봉이 있는 곳이 있을까요? 독산역에서 가까운 곳 있으면 알려주세요! 감사합니다!,120122, 32,2025.05.08
484365253,질문시흥안산인천 지역 교복 질문,시흥 안산 인천 지역에 핑크색 셔츠에 검정색 조끼 자주넥타이 남색 빛 도는 치마인 학교가 있을까요? 정말 알고싶습니다ㅠㅠ 이쁜 애들 많아서요ㅠ,120122, 33,2025.04.19
484086035,질문피어싱 질문 약국,혹시 피어싱 뚫고 귀에 어떤 문제 생기면 (부어오름 염증 고름 등) 약국에 가서 약사분께서 어떻게 해야하는 지 잘 설명해 주시나요? 귀가 살짝 화끈거려서 궁금한 게 있는데 지금 당장 피어싱 샵을 가기엔 너무 멀어서요,120122, 19,2025.04.10
483955564,질문가산디지털 단지,친구가 저보고 가산디지털단지 같다고 햇는데 뭔 뜻이에요??,120122, 39,2025.04.06
483924254,질문금천구에 이 공원이 어딘지 아시는 분!,금천구 어느 공원에서 찍은 건데 장소를 모르겠네요 ㅠ ㅠ 팔각정이랑 하트 벤치가 있는 좀 작은 공원이엇어요!!,120122, 33,2025.04.06
483844150,질문시흥 가는 시외 버스 및 고속 버스,서울 인천 안산 등지에서 시흥으로 가는 시외 버스가 있는지 궁금하여 질문 드립니다. 괜찮다면 터미널 명과 출발 시간표도 첨부해 주셧으면 합니다,120122, 94,2025.04.03
483796758,질문퇴근시간 가산디지털단지역 광명행 사람,퇴근시간 가산디지털단지역 광명행 사람 많나요? 6:28 차 타는 사람 많은지... 타보신 분만 답변 부탁,120122, 25,2025.04.02
483796733,질문가산디지털단지역 5번 출구에서 광명행 타는 곳까지,가산디지털단지역 5번 출구에서 1호선 광명행 타는 곳까지 도보 몇분 걸리나요?,120122, 19,2025.04.02
483705229,질문시흥형 기본교통비 지원금 빠른답변이요ㅠㅠㅠ,이번에 개학때문에 기본교통비 신청했었는데 3월이 끝나가는데도 지원금이 안 들어오는데 제가 신청은 안 한건가요?? 계좌도 다 등록했는데 저만 안 들어오는건가요ㅠㅠㅠㅠㅠ,120122, 26,2025.03.30
485352135,질문유로파 결승 중계해주는 술집이나 호프집,친구들이랑 유로파 결승을 모여서 술집이나 호프집에서 볼려하는데 서울 중랑노원건대쪽에 유로파 결승전 볼수있는 곳 추천해주새용,120123, 12,2025.05.19
485249309,질문노원역이나 상계역 근처에서 신문 구매할 수 있는 곳,노원역이나 상계역 근처에서 종이신문을 판매하고 있는 편의점 지점이 있나요?,120123, 24,2025.05.16
485015170,질문공항철도 요금,노원쪽 살고 을왕리 해수욕장에 가고싶은데 가장 빠른 루트가 공항철도를 이용하는 방법이더라고요. 서울역에서 승차해서 인천공항2터미널행을 탄 다음 인천공항 T1을 타라는데 이렇게 가면 얼마 정도가 나올까요? 공항철도는 예약이 필요한가요? 지하철처럼 환승요금만 내는 건지 궁금해요.,120123, 138,2025.05.08
484906078,질문동부간선도로 많이 막히나요?,이번주 금요일(9일) 오전 7시에서8시쯤 갈거같은데 동부강선 타서 잠실쪽 가는 길 많이 막히나요,120123, 68,2025.05.05
484890020,질문석계 태릉 노원 공릉 근처 한방병원추천,아빠가 교통사고를 당했는데 집이 석계 근처라 한방병웜입원치료받으려고 하는데 어디가 좋을까요? 미르랑 모아 고민중이긴한데 어디가 괜찮을지 알려주세요,120123, 27,2025.05.04
484861914,질문누원 노원,제가 오늘 어디좀 가다가 표지판을 봤는데 ”누원“ 이렇게 써져있는거에여 근데 제가 알고있는건 노원 뿐인데 누원이라는 지역이 있나요..??,120123, 27,2025.05.03
484851064,질문노원역근처 독학재수학원,노원역에서 멀지않은곳이면 좋겠는데 이투스노원점을 지인이 추천해주긴했는데 없어져서 시설깨끗하고 학습관리가 좀 잘됐으면 합니다.,120123, 19,2025.05.03
484743577,질문침대 옮겨주실 기사분,서울 노원>경기 별내동 침대 옮겨주실 기사분 노원에서는 밖에내려주신다하고 저희집까지 옮겨주시는데 자희집은 일베가있구요 반층정도 올라가시먕됩니다 금액이얼마일까요,120123, 26,2025.04.30
484495520,질문스카 추천이요,중계동 은행사거리에 2명이 얘기하며 할 수 있는 스카가 있을까요? 있으면 알려주세요,120123, 28,2025.04.22
484387571,질문노원 육사야구장 접수를 어떻게 하나요?,전화로 접수하는 것으로 나와있던데 전화를 안받으시는데 어떤 방법이 있을까요..?,120123, 12,2025.04.19
484349509,질문동 배관 새것 어디다 팔아야하나요?,동 배관 롤로 되어있는게 있는데 어디다 팔아야하나요? 새것이에요,120123, 40,2025.04.18
484333594,질문노원 의정부 양주 등 북부지역 데이트장소 꽃? 축제추천,애인이랑 주말에 드라이브겸 꽃밭 축제? 비슷한 풍경좋은곳 가고싶은데 작년에 양주쪽에 핑크꽃축제느낌으로 좋은기억이 있어서요 비슷한 느낌으로 노원구에서 멀지않게 꽃밭 축제나 좋은 이벤트 혹은 데이트코스 여쭤봐요!!!,120123, 115,2025.04.18
484176474,질문회사전화번호주세요,서울시노원구중게로90206호,120123, 18,2025.04.13
484088634,질문자전거 사람 사고,제가 중3인데 밤에 자전거를 타고 집으로 가고 있었는데요 아파트도로를 지나는데 길이 1개밖에 없는 그런 도로였거든요 그때 할아버지가 주차된 차들 사이로 나오셨는데 뒤에 자동차 라이트때문에 잘 안보였거든요 브레이크를 잡았는데 거리가 가까워서 미끄러지면서 저랑 부딫쳐서 둘다 넘어졌거든요 인도에서 부딫힌거 아니에요 그래서 연락처 교환하고 전화와서 엄마한테 드리니까 말하다가 보험? 그거 들어서 괜찮다고 하던데 좆된건가요?,120123, 42,2025.04.10
484039466,질문노원속눈썹 유지력 좋고 잘하는곳 ?,속눈썹 하려고 알아보고 있습니다. 지역은 노원이구요 혹시 노원에서 속눈썹 진짜 잘 하는곳 있을까요?? 괜찮은곳 있으면 부탁 좀 드릴께요~,120123, 117,2025.04.09
483992932,질문놀러갈곳!추천해주세요!,고딩인데요! 4월25일에 시험끝나고 4월26일에 제 생일이여서 그때 친구랑 같이 당일치기로 놀러가고싶은데 놀러갈 곳 추천해주세요! 충남 아산 거주중인데 많이 안 멀었으면 좋겠고 사람없는 여유가득한 곳으로 놀러가고싶어요! 대중교통으로 이동할 수 있고 좋은 추억 쌓을 수 있는 곳이였으면 좋겠네요!,120123, 84,2025.04.08
483950693,질문버스에서 지갑 분실했는데,버스에서 지갑을 잃어버린것 같아서 ㅠㅠ 버스회사에 가보려고 하는데요 오늘이 일요일이라 전화도 안받아요 버스퇴근시간인 저녁10:30분 맞춰서 가면 버스회사가 열려있을까요? 버스는 대전 703번이고 대전교통입니다...ㅠㅠ 너무너무 지갑을 찾고싶어요,120123, 653,2025.04.06
483930955,질문공릉동 근처 토익학원 추천해주세요,수능 영어 4등급 정도여서 기초부터 알려주는 학원 추천해 주세요.,120123, 19,2025.04.06
483794660,질문택배가 오늘 도착할까요ㅠㅠ?,배송지는 노원인데 왜 안성에 처박혀있는지 새벽부터 저 상태로 미동도 없는지 오늘 받아보면 좋은데ㅜㅜ,120123, 22,2025.04.02
483791918,질문6호선 석계역 내에 자동사진기 위치,급하게 증명사진을 찍어야 하는데 자동사진기 위치가 명확히 나와있지 않아 여쭈어봅니다. 석계역 내에 자동사진기(증명사진 무인사진기계) 위치 아시는 분 계실까요?,120123, 22,2025.04.02
483712534,질문같은 시 다른구 전학,제가 중랑구에서 노원구로 이사를 가는데 같은 서울시라 전학을 못 간다고 들었는데 노원구로 전학가는 방법이 아예 없나요? 무슨 학교 가는데 거리가 멀거나 해서 학교장 추천으로 전학을 간다면 노원구 내에서 랜덤안가요 아니면 제가 정할수 있나요?,120123, 33,2025.03.30
483641562,질문서울 노원구 상계동 미용실,제가 오늘 밤에 미용실에서 머리를 컷트를 했는데요 컷트 비용이 35000원 이라고 합니다. 처음에는 거기 컷트 비용을 몰랏다가 컷트를 한 후에 거기서 일하시는 분이 친절하게 컷트 비용을 알려주셨는데요 그 비용이 35000원 이라고 합니다. 그래서 결국은 그 비용을 지불하지 않을수 없으니까 그 비용 35000원을 오늘은 거기서 지불하고 다음부터는 거기서 컷트하는건 다시는 안하려고 하는데요 이거 민원 넣을수 있을까요? 그 미용실은 서울시 노원구 상계동에 있는 노원역 9번출구 앞에있는 준오헤어 라는 미용실 입니다. 그 비용이 35000원 이라는 증거를 제가 보여드리겠습니다. 여기 사진을 보세요.,120123, 44,2025.03.28
485604806,질문방학동 VS 제기동,방학동은 복층에 1억 3500이고 제기동은 원룸 1억입니아 둘다 전세이고 … 어디가 더 좋을까요.. 학교까지는 제기동 지하철로 4분 .. 방학동은 20분 걸리는데 제가 집 꾸미고 이러고싶어서 자꾸 방학이 눈에 밟혀요 ㅠ,120124, 17,2025.05.27
485569477,질문언북중학교 2025학년도 여름방학 기간 문의,안녕하세요. 서울 강남구에 위치한 언북중학교 2025학년도 여름방학 기간을 알고싶습니다. * 여름방학식 날짜 * 여름방학 기간 * 개학식 날짜 답변주시면 감사하겠습니다.,120124, 10,2025.05.26
485522225,질문창동고등학교 배정받는법,저는 창동중을 다니는 여학생이구요 창동 쌍용아파트에 살고있는데 내년에 고등학교 배정을 받게되거든요 창동고에 정말 가고싶은데 -> 1.쌍용아파트에서 창동고 배정받기 어렵나요? 2. 쌍용아파트에서는 무슨 고등학교들 배정받을 수 있나요? 3. 창동고에 배정받으려면 어디 아파트로 이사가는게 좋나요? 4. 방학동(대상래미안) 아파트로 이사가면 무슨 고등학교들 배정받나요? 5.창동 현대아이파크에서는 무슨 고등학교들 배정받나요? 6. 창동중에서 많이 가는 고등학교들 순서대로 알려주세요 <- 이렇게 궁금합니다 자세한 답변 부탁드려요ㅜ 간절합니다,120124, 15,2025.05.24
485499024,질문여름방학 놀거리,각각 다른 지역에 사는 친구 두명이랑 같이 여름에 놀러가려 하는데 막 돌아다니는 거 말고 놀 곳 있을까여 근처에 청소년 숙박 가능한 곳이 있으면 알려주세요,120124, 35,2025.05.24
485416323,질문꿈 해몽>.모르는 여자아이의 머리를 가위로 잘랏어요ㅠㅠ,꿈에서 모르는 여자아이에게 화를 내며 아이의 머리카락을 가위로 잘르고 주변 사람들과도 화를 내며 다투는 꿈이였어요. 무섭기도 하고 놀래서 깻는데 어떤꿈일까요??,120124, 35,2025.05.21
484749726,질문기숙사 방학때 있을수 있나요,대학교 근처에서 알바를 하고 싶어서요,120124, 36,2025.04.30
484728367,질문도봉구 인근 한돈집 추천,1. 도봉구 or 도봉구 근처 (최소 서울내부) 2. 한돈 판매 3. 직원이 대신 고기구워줌 조건 해당되는 고기집 추천 부탁드립니다,120124, 23,2025.04.29
484394414,질문제가 공부를 너무 못하는데 전핫,전학을 가고싶어서요 여고인데 여기서 제가 더이상 못 살아남을 거 같아요..서울에있는여고인데ㅜ하 어케해야할까요,120124, 21,2025.04.19
484306083,질문도봉구 인바디 할 수 있는 곳알려주세요,도봉구에서 무료로 인바디 할 수 있는 곳 알려주세요,120124, 22,2025.04.18
484245337,질문도봉역 벤츠 사건,"누구길래 자꾸 기사를 없애는 거죠? 아시는분 있나여""?",120124, 39,2025.04.16
484237590,질문쌍문역/수유역 근처 노래방 추천해주세요,이 동네 노래방은 처음이라 질문드려요 싸면 쌀 수록 좋구요 찾아보니까 룸?형태 노래방이 많던데 그냥 진짜 중딩끼리 갈법한 그런 노래방 찾아요 ㅠㅠ,120124, 48,2025.04.15
484167639,질문버스 관련 꿈 해몽,꿈에서 어떤 애기 혼자있길래 놀아주다가 애기엄마한테 전화와서 받앗거든요 근데 막 다양한 주제로 얘기하다가 제가 ‘저는 104번 버스 타고 집 가요’ 이랬는데 자기는 104번 절대 안 탄대요 이유가 104번버스에는 팔괴고 사람 쳐다보는 귀신이 잇다햇슴요;; 근데 그런거 안믿어서 어쩌라고인상태로 104번 멀리서 오길래 타려고하니까 안에 사람 꽊곽 차잇고 저 안태우고 슝 갓어요 ㅡㅡ 그래서 개빡쳐서 다음버스시간 보니까 99분 남아서 머야 ㅆㅃ???? 이러고 걸어가려는데 뒤에서 바로 또 104번 오길래 그래서 그거 탓는데 사람이 아무도 없고 아까 귀신 얘기 들어서 무서운상태로 집가다가 잠에서 깻거든요 꿈 해몽 부탁드립니다람쥐,120124, 48,2025.04.13
484166821,질문풍경소품 꿈해몽,길을 거다 길옆 가게 투명한 유리창으로 예쁜 소품들이 보이길래 2층이더라고요 나무 계단을 올라서 도자기로 된 커피잔 모양 풍경을 샀어요 가격 흥정하면서 dp된 거 말고 박스에 있는 거 달라고 해서 챙겨 나오는 꿈을 꾸었네요 무슨 꿈일까요 고수님들 해몽 부탁드립니다,120124, 45,2025.04.13
484139762,질문서울 도봉구 강북구 노원구 쪽 벚꽃 지는 시기,서울 도봉구 강북구 노원구 즉 서울 북부 쪽 벚꽃 지는 시기가 언제인가요?,120124, 148,2025.04.12
483762849,질문동전 교환 방법,동전이 55000원분이 있습니다. 500원 동전 50개: 500원 × 50개 = 25000원 100원 동전 300개: 100원 × 300개 = 30000원 총합: 25000원 + 30000원 = 55000원 총 55000원입니다. 저는 서울시 도봉구에 거주 하고 있습니다. 도봉구 근처에 이정도 동전을 교환 가능한 곳이 있을까요?,120124, 103,2025.04.01
483634811,질문개임이름찾기,이 게임 이름이 뭔가요?,120124, 21,2025.03.28
485506172,질문서울권 대학 디자인쪽 과,특성화 크리에이티브 미디어 디자인과 지망하는데 가서 수시로 대학을 가고싶거든요 실기없이 갈 수 있는 인서울 디자인 관련 학과 다 알려주세요ㅠㅠ,120125, 19,2025.05.26
485463132,질문중앙대 축제 외부인,중앙대 축제 마지막날 가려고 하는데 외부인 입장 가능한가요?,120125, 97,2025.05.22
485384781,질문47차 장기전세 이문 아이파크 자이 청약 점수?,이번 sh 47차 장기전세 청약에 이문 아이파크 자이 41형에 노부모부양으로 청약을 넣었습니다. 점수가 21점으로 좀 낮은데.. 당첨될 가능성은 있을까요?,120125, 63,2025.05.20
485315917,질문헤어지는 꿈 해몽,제기 지금 고등학교와서 진짜 너무너무 잘 맞고 좋은 남친을 사겼는데 저는 얘가 첫남친이라 애정이 엄청 깊어요. 근데 저도 그렇고 제 언니나 주변 친구들이 계속 저희가 헤어지는 꿈을 꾼다는데 이거 혹시 안좋은건가요ㅠㅠ? 말만 들너도 좋아보이진 않지만 궁금해요ㅠㅜ 진찌 곧 헤어질까요ㅠㅠㅠㅠㅠ,120125, 27,2025.05.18
485313046,질문전농동 미용실 추천해주세요! 서울시립대 근처 레이어드,전농동 미용실 괜찮은 곳 추천 부탁드려요! 최근에 전농동으로 이사 왔는데 머리 다듬으려고요. 서울시립대 근처에 분위기 좋고 레이어드컷 잘하는 미용실 있을까요? 자연스러운 분위기 좋아하고 꼼꼼하게 봐주시는 곳이면 좋겠어요.,120125, 38,2025.05.18
485271051,질문동대문 노란천막,동대문 노란촌막 비와도 운영하나요?,120125, 54,2025.05.16
485226826,질문경동시장 메추리 파는 곳 있나요?,메추리 고기가 필요해서 혹시 경동시장에 생 메추리 파는 곳 있나요? 상호명도 아시면 부탁드립니다!,120125, 16,2025.05.15
485205649,질문이지픽 사용하는 대구 동대문 사입삼촌 있을까요?,서울에서 이지픽 프로그램으로 사입을 해오다가 대구지역으로 다음주에 이사를 갑니다 프로그램은 그대로 쓰고싶은데 사입삼촌만 바꿀 수 있나요? 대구지역에 이지픽 쓰시는분 있으실까요?,120125, 17,2025.05.14
485185251,질문동대문 디오트 낮시장...,동대문 디오트 낮시장이 00시 부터 12시 까지로 알고있는데 금요일밤에서 토요일로 넘어가는 시간대이랑 토요일밤에서 일요일로 넘어가는 시간대에는 가도 사입 가능한가요?,120125, 54,2025.05.14
485138740,질문신설동자취,안녕하세요 신설동 주변에 자취하려고하는데요 종로 근처에서 시위때문에 시끄럽지는 않은가요??,120125, 35,2025.05.12
485135801,질문신설동맛집 으로 차돌박이를 알리고 있는 이차돌 괜찮나요,신설동맛집 으로 차돌박이를 알리고 있는 이차돌 괜찮나요 ? 주차는요?,120125, 33,2025.05.12
485011340,질문장안대학교 수시,3학년 성적까지보나요?,120125, 33,2025.05.10
485029408,질문동대문 맛집 뭐가 있을까요?,,120125, 57,2025.05.09
485014017,질문금요일 6시 1호선,청량리에서 용산역 가는 금요일 6시 1호선 사람 너무 많을까요,120125, 25,2025.05.08
484930315,질문기차 한 정거장 뒤에서 내리면,양평역에서 내려야하는데 청량리에서 내리면 어케 되나요?,120125, 46,2025.05.06
484928365,질문인스타 게시물,인스타 계정이 비공개인데 게시물을 올리면 추천창에 뜨나요?,120125, 15,2025.05.06
484890081,질문동대문 종합시장 영업일,동대문종합시장 5월5일 어린이날이랑 5월6일 공휴일에 문 여나요?,120125, 426,2025.05.04
484861552,질문오늘 동대문 노랑노랑천막 열엇나요?,열었을까요?,120125, 16,2025.05.03
484826005,질문청량리역 렌트카,청량리역 근처 렌트카 업체 찾고있습니다 나이는 만21세구요 1일8시간정도 대여할건데 주행거리 제한없는 영업소면 좋겠는데 아시는분 계시는지요..,120125, 31,2025.05.03
484777096,질문5월 1일 동대문 악세서리상가 영업하나요,악세서리 상가 오늘 영업하는지 정확하게 알려주세요 ㅠㅠ 아 밀리오레도 영업할까요?,120125, 95,2025.05.01
484741305,질문꿈 해몽 해주세요,제기 학교를 가려고 등교준비를 하는데 엄마가 갑자기 필리핀 여행티켓을 끊어놧다고 가자고 그래서 옷을 벗고 옷을 고르는데 꿈속의 제가 아! 똥색옷 입어야겠다!!! 하고 똥색옷을 입고 베이지모자를 쓰고 비행기에서 들을 노래도 고르고 집밖에 나오고 꿈이 끝났어요 (엄마가깨움),120125, 42,2025.04.30
484726386,질문왕십리역청량리역 사시는분중에 이곳 아시는분 ?!!!,제목 그대로욤,120125, 27,2025.04.29
484616880,질문디팡 위치,동대문구 답십리 근처에 디팡 어디인지 알려주실분,120125, 17,2025.04.26
484531229,질문디오트 목요일 밤에가면 오픈되어있는건가요?,내일 목요일 오픈하는 밤 11시50분에 가려고하는데 운영하는거 맞나요?,120125, 25,2025.04.23
484414771,질문동대문구 중랑구 근처 족구동호회있습니까?,청량리사는데 근처 족구동호회가 서치가어렵네요 오픈톡도 활동안보이고ㅜㅜ 플랫폼도 없고 혹시 아시는분 정보 좀 주십쇼,120125, 29,2025.04.22
484439569,질문청량리역 근처 올리브영...,청량리역 근처 올리브영에서 고데기 쓸수있는 올리브영있나요ㅠ?,120125, 57,2025.04.21
484414709,질문고등학교 전학,이문동으로 이사 갔는데 동대문구에서만 전학가능한가요? 성북구는 안되는건가요? 어디 동네까지 가능한건가요,120125, 25,2025.04.20
484414681,질문동대문 부자재상가 근로자의 날에 쉬나요?,올해에는 쉬는지 궁금합니다,120125, 303,2025.04.20
484371993,질문청량리역에서 안동역가는KTX,각호차마다 입구쪽에 간이의자가 있나요?,120125, 22,2025.04.19
484371530,질문답십리 2청소년 독서실,3층 공부방??은ㄴ 어떻게 결재하는거죠,120125, 26,2025.04.19
484369884,질문답십리 사거리서 1호선 인천역 빨리가는 방법좀...,답십리 사거리서 1호선 인천역 빨리가는 방법좀 알려수세요,120125, 37,2025.04.19
484369807,질문청량리 역에서. 인천역  빨리가는 방법좀 알려주세요,청량리 역에서 인천역 빨리가는 방법좀 알려주세요,120125, 97,2025.04.19
484338401,질문청량리역 근처 아이티큐 시험장소 어디인가요 택시로,휘경공고가 가깝나요 의정부 토박이랄 서울 모름 택시비로 가려고요,120125, 18,2025.04.18
